What is this movie's name? (Use exact spelling),What year was this movie released?,How long is this movie?,What is the plot of this movie? (5 sentences),"Had you watched this movie previously, or was this your first time?",What were the characteristics of the protagonist?,What were the characteristics of the antagonist? ,How invested did you feel in the drama?,How much did the main characters change over the course of the story?,To what extent did the characters feel real and complex?,How invested did you feel in the characters?,How many narrators/perspectives were there? (Integer answer),How fast-paced was this movie overall?,How fast-paced was the beginning of the movie?,How fast-paced was the middle of the movie?,How fast-paced was the end of the movie?,Did the movie feature a substantial turning point in the plot?,Did the movie feature a plot twist?,"Was there a noticeable ""sag"" in plot tension at any of the following points of the movie? (please check timestamps to be as accurate as possible about the % in)",What were the qualities of the beginning? Check all that apply,What were the qualities of the ending? Check all that apply,Which of the following describes the movie's climax? Check all that apply,Was the movie plot-driven or character-driven?,How immersive did the world of the movie feel?,How important was the immersiveness of the world for this movie?,Did the world of the movie feel real?,How engaging was the dialogue?,What characteristics apply to this movie's dialogue?,"By the end of the movie, how emotionally affected were you?","By the end of the movie, how intellectually engaged did you feel?",Check all attributes that apply to this movie:,Which of the following would you characterize as among the film's intended artistic objectives?,"Which of the following objectives did the film succeed at? (Only potentially check boxes for those that were checked above, if any)","What were the movie's (up to three) main themes? (one or two word phrases each, separated by semicolons)",How clear and consistent were the themes of this movie?,"What were the movie's (up to three) main tropes? (e.g. ""enemies to lovers""; also separated by semicolons)","How much did you enjoy the movie's score? (that is, the music/sound)",How important was the movie's score to your emotional experience of the narrative?,How much did you enjoy this movie?,How strong was the acting?,How strong was the directing?,How strong was the cinematography?,What's the most important attribute of this movie that this survey missed?,moviename,year,src,title,genres,stars,violencegore_score,alcohol_score,frightening_score,profanity_score,sexnude_score,runtime,runtime_log,budget,budget_log,opening_weekend_box_office,opening_weekend_box_office_log,gross_usa,gross_usa_log,cumulative_worldwide_gross,cumulative_worldwide_gross_log,metascore,number_of_nominations,number_of_wins,rating,release_type,num_reviews_written,review_rating_mean,imdb_rating_updated,user_id
What To Expect When You're Expecting,2012,1 hour 50 minutes,"A comedy-drama movie that looks at the lives of five couples as they deal with the difficulties of becoming parents. The couple's struggles with unplanned pregnancies, fertility problems, and the ups and downs of adoption are followed throughout the film. The movie emphasizes the range of feelings and sensations associated with being pregnant, from joy and happiness to dread and anxiety. The plot also focuses on how the spouses interact with one another, particularly how pregnancy and parenthood can affect a marriage or partnership. In the end, the film is about the resilience of love, family, and friendship in the face of unforeseen difficulties.",First time,Likeable;Caring;Funny,There was no antagonist,6,9,10,7,5,4,4,4,5,Yes,No,20% in,Strong hook;Funny,Happy;Satisfying,No noticeable climax,Character-driven,7,8,9,4,Quippy;Realistic,6,2,Funny;Romantic,Escapism / entertainment,Escapism / entertainment,Self-discovery; Parenthood; Relationships,8,Pregnancy; Parenting Struggles,4,6,5,5,6,4,,what.to.expect.when.you're.expecting,2012,http://www.imdb.com/title/tt1586265/?ref_=adv_li_tt,What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']","Cameron Diaz, Matthew Morrison, J. Todd Smith",,,,,,110.0,4.70048036579242,40000000.0,17.5043900370782,10547068.0,16.171358559382,41152203.0,17.5327880437989,84384002.0,18.250888403686897,41.0,12.0,0.0,PG-13,Wide,90,5.42352941176471,5.7,14
What to Expect When You're Expecting,2012,1h 50m,"This movie follows the lives of 5 couples who are each pregnant yet all somehow connected. Each couple has their own problems, challenges and joys including miscarriages and fertility issues. They learn to navigate pregnancy and parenthood throughout the course of the movie. A few of the couples ended up having their babies at the same time on the same day. ",First time,There were many protagonists ,There was no antagonist,10,9,10,10,Multiple,8,5,6,9,Yes,Yes,"considering the movie followed many different couples along their journeys, the sag in plot tension can be found at different parts of each of these journeys ",Strong hook,Happy;Satisfying,Epiphany;Heartbreaking;Romantic,Character-driven,10,10,10,10,Realistic,10,10,Funny;Suspenseful;Thought-provoking;Romantic;Accurate;Action-packed,Primarily entertaining and relatable,,Parenthood; Relationships; Family,10,Couples; Parenthood; Fear and Uncertainty ,10,6,10,10,10,10,,what.to.expect.when.you're.expecting,2012,http://www.imdb.com/title/tt1586265/?ref_=adv_li_tt,What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']","Cameron Diaz, Matthew Morrison, J. Todd Smith",,,,,,110.0,4.70048036579242,40000000.0,17.5043900370782,10547068.0,16.171358559382,41152203.0,17.5327880437989,84384002.0,18.250888403686897,41.0,12.0,0.0,PG-13,Wide,90,5.42352941176471,5.7,11
What to Expect When You're Expecting ,2012,1 Hour 50 Minutes,This movie follows the lives of 5 couples as they navigate pregnancy and parenthood. One of the couples are celebrities with an unexpected pregnancy issue. Another couple turn to adopting after having trouble conceiving. The other couple are an unlikely couple who deal with a surprise pregnancy. Another couple are struggling with realities of being first-time parents. ,First time,Likeable;Courageous;Ambitious;Caring;Romantic;Good;Smart,There was no antagonist,7,9,9,8,5,7,7,7,7,No,No,,Strong hook;Funny,Happy,No noticeable climax,Character-driven,10,6,10,8,,7,6,Funny;Romantic,,,Responsibility; Friendship; Relationships,10,Parenting Stereotypes,8,3,9,7,7,6,,what.to.expect.when.you're.expecting,2012,http://www.imdb.com/title/tt1586265/?ref_=adv_li_tt,What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']","Cameron Diaz, Matthew Morrison, J. Todd Smith",,,,,,110.0,4.70048036579242,40000000.0,17.5043900370782,10547068.0,16.171358559382,41152203.0,17.5327880437989,84384002.0,18.250888403686897,41.0,12.0,0.0,PG-13,Wide,90,5.42352941176471,5.7,19
What to Expect When You're Expecting ,2012,1hr 49 min,"The movie begins with a celebrity dance competition, that is aired on national tv for the other characters to watch. The main 4 women leads find out that they are expecting, while the other lead is trying to map out her future with her husband. The movie takes the viewer through the women and their experiences being pregnant (with the 1 character wanting to adopt). The women face difficulties throughout their pregnancy journeys.  In conclusion the women give birth, one rekindles her relationship, and last character travels to adopt a infant.",First time,Likeable;Courageous;Plucky;Ambitious;Passive;Caring;Romantic;Funny;Good;Smart,There was no antagonist,10,2,10,10,10,7,9,7,9,Yes,No,30% in;60% in;80% in,Strong hook;Funny,Happy;Satisfying,Epiphany;Heartbreaking;Funny,Character-driven,10,9,10,10,Quippy;Realistic;Stylized,10,10,Funny;Suspenseful;Thought-provoking;Innovative;Romantic;Accurate;Action-packed,Escapism / entertainment;Cultural critique / social commentary;Philosophical exploration;Spreading awareness;Exploring a strange new world;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Spreading awareness;Exploring a strange new world;Encouraging new self-investigation on the part of the viewer,"Motherhood, Togetherness, Family Drama",10,"Ready to love, Wholesome Families, New mom.",8,5,10,9,9,9,none,what.to.expect.when.you're.expecting,2012,http://www.imdb.com/title/tt1586265/?ref_=adv_li_tt,What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']","Cameron Diaz, Matthew Morrison, J. Todd Smith",,,,,,110.0,4.70048036579242,40000000.0,17.5043900370782,10547068.0,16.171358559382,41152203.0,17.5327880437989,84384002.0,18.250888403686897,41.0,12.0,0.0,PG-13,Wide,90,5.42352941176471,5.7,15
What to Expect When You're Expecting,2012,110 mins,Movie chronicles the relationships of multiple different soon-to-be-parent couples. Two people with previous history (Marco and Rosie) compete over their food trucks. Marco and Rosie get together and have a baby but Rosie has a miscarriage and relationship is over. Another couple is hiding their preganancy and having issues with each other. Eventually each couple has a baby at the same exact time (besides Marco and Rosie). Everyone gathers at a hospital at the end of the movie as Wendy has birth and Marco and Rosie get together in the hospital and everyone ends up happy.,First time,Likeable;Plucky;Passive;Caring;Funny,There was no antagonist,1,1,1,7,1,7,7,7,7,No,No,,Funny,Happy;Satisfying,Romantic;No noticeable climax,Character-driven,6,1,1,6,Quippy;Stylized,2,1,Funny;Cliché;Romantic,Escapism / entertainment,Escapism / entertainment,Parenthood; family; love,10,Secret pregnancies; age gap relationship; male parent has no idea what they are doing,2,1,5,7,5,5,I feel like this survey does not account for different genres of movies that well,what.to.expect.when.you're.expecting,2012,http://www.imdb.com/title/tt1586265/?ref_=adv_li_tt,What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']","Cameron Diaz, Matthew Morrison, J. Todd Smith",,,,,,110.0,4.70048036579242,40000000.0,17.5043900370782,10547068.0,16.171358559382,41152203.0,17.5327880437989,84384002.0,18.250888403686897,41.0,12.0,0.0,PG-13,Wide,90,5.42352941176471,5.7,28
What To Expect When You're Expecting ,2012,1hr 50mins,"""What to Expect When You're Expecting"" is a romantic comedy-drama that follows the lives of five couples as they navigate through pregnancy and parenthood. The couples include a celebrity fitness guru and her dance show partner, a happily married couple who have been trying to conceive for years, a rival food truck owner and his trophy wife, a photographer who unexpectedly becomes pregnant with her colleague's baby, and an older couple who are adopting a child from overseas. As each couple deals with the challenges of pregnancy, they discover the joys and pains of bringing a child into the world, all while learning important lessons about love, family, and themselves. The film culminates in the couples' stories intersecting at a local park, where they share in the joys and struggles of parenthood together.",First time,"Likeable;Ambitious;Caring;insecure, anxious",There was no antagonist,6,6,5,5,1,6,7,5,6,Yes,Yes,no noticeable sag,Strong hook;Slow build;Funny,Happy;Satisfying,Epiphany;Romantic;No noticeable climax,Character-driven,6,6,5,6,Quippy;Realistic;Stylized,5,5,Funny;Cliché;Innovative;Romantic;Accurate,Escapism / entertainment,Escapism / entertainment,Pregnancy and Parenthood; Relationships; Self-Discovery,8,Ensemble Cast; Pregnancy and Parenthood as plot device; Humor and lightheartedness,5,5,6,6,6,6,,what.to.expect.when.you're.expecting,2012,http://www.imdb.com/title/tt1586265/?ref_=adv_li_tt,What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']","Cameron Diaz, Matthew Morrison, J. Todd Smith",,,,,,110.0,4.70048036579242,40000000.0,17.5043900370782,10547068.0,16.171358559382,41152203.0,17.5327880437989,84384002.0,18.250888403686897,41.0,12.0,0.0,PG-13,Wide,90,5.42352941176471,5.7,2
What to Expect When You're Expecting ,2012,1:49:50,"This movie follows the lives of 5 couples as they are entering the phase of pregnancy and parenthood. Throughout the movie, the couples attend prenatal classes, hormonal changes, and confront all of their fears and doubts. The story highlights the importance of love and support during pregnancy. It is a humorous and heart-warming movie. ",First time,Courageous;Ambitious;Caring;Funny;Good,There was no antagonist,7,8,9,8,0 ,7,8,5,6,Yes,No,50% in;60% in,Slow build;Funny,Happy;Satisfying,Heartbreaking;Romantic;Funny,Plot-driven,7,6,9,6,Realistic,7,7,Funny;Thought-provoking;Romantic;Accurate,Spreading awareness;Encouraging new self-investigation on the part of the viewer,Spreading awareness,Pregnancy; Parenthood; Change,9,Pregnancy's Challenges ,6,8,8,10,9,8,,what.to.expect.when.you're.expecting,2012,http://www.imdb.com/title/tt1586265/?ref_=adv_li_tt,What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']","Cameron Diaz, Matthew Morrison, J. Todd Smith",,,,,,110.0,4.70048036579242,40000000.0,17.5043900370782,10547068.0,16.171358559382,41152203.0,17.5327880437989,84384002.0,18.250888403686897,41.0,12.0,0.0,PG-13,Wide,90,5.42352941176471,5.7,5
School of Rock,2003,"1 hour, 49 minutes","Aspiring rockstar guitarist Dewey Finn finds himself struggling to pay the bills after getting kicked out of his own band. Desperate for money, he jumps at an opportunity to pose as his roommate, Ned Schneebly, and work as a substitute elementary school teacher for a prestigious preparatory academy. Dewey soon discovers that his overachieving, school-loving students have the potential to be rockstars, and he recruits the students to join him in a mission to win Battle of the Bands under the guise of a school project. The group, much to the dismay of Rosalie Mullins, the school principal, as well as the kids’ parents, learns to rock and competes in the battle, only to end up losing. However, the students and Dewey discover that rock is about more than just winning competitions, and Dewey ends up becoming a successful after-school rock teacher for kids.",First time,Likeable;Ambitious;Funny;Eccentric,Powerful;Ambitious,4,7,5,5,1,4,3,6,4,Yes,No,10% in,Strong hook;Funny,Happy;Satisfying,Funny;Entertaining,Plot-driven,5,3,8,9,Quippy;Realistic,2,2,Funny;Cliché,Escapism / entertainment,Escapism / entertainment,Friendship; passion; music,8,"“Those who can’t do, teach”; rock bottom to success story",7,10,7,7,5,4,,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,31
School of Rock,2003,1 hour 49 minutes ; 109 minutes,"Opening with a scene of Dewey Fin, the main character, playing erratically in a  rock concert which he ends abruptly by jumping off the stage in an attempt to crowd surf, then waking up the next morning to find he has been voted out of his band. That same morning, he is confronted by his roommate and girlfriend about paying his share of the rent, which he does not have. In a desperate attempt to get some cash, he impersonates his roommate, who works as a substitute teacher, and accepts a position using Ned's name where he meets his musically talented students. He sees this as an opportunity to make money off their talents, and quickly converts the class into a rock band to compete in a show for a large money prize. Along the way, Dewey boosts the children's self esteem and finds he really enjoys teaching-although they don't win his competition, they learned that the most important part of rock is having fun.",First time,Likeable;Funny;Incompetent,There was no antagonist,6,6,3,7,1,6,6,5,5,No,No,60% in,Funny,Happy,Funny,Plot-driven,3,3,3,7,Quippy,5,2,Funny;Cliché,Escapism / entertainment,Escapism / entertainment,music ; ,8,"""outcast to mentor"" ; ""underdog""",4,4,8,6,6,5,This movie had a lot of comedy!,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,4
School of Rock,2003,1 hour 49 minutes,"Dewey Finn is an avid rock musician. Facing a serious financial problem and being pressured by his friend, Ned Schneebly, and his girlfriend, Patty, to pay rent, Dewey decides to pretend to be Ned Scheebly, who is a substitute teacher, to earn quick cash. While under this false identity, he begins to teach rock to his students, inspiring them to gain independence through musical expression. ",First time,"Likeable;Courageous;Plucky;Ambitious;Caring;Funny;Enthusiastic, Independent, Uncaring of other people's opinions",There was no antagonist,8,10,9,9,1 perspective: 3rd point of view (omniscient),6,4,5,7,Yes,No,30% in;60% in,Slow build;Funny,Happy;Satisfying,Funny;Satisfying,Character-driven,7,7,8,9,Quippy;Realistic,8,6,Funny;Thought-provoking;Cliché,Escapism / entertainment;Cultural critique / social commentary;Innovation;Spreading awareness;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Cultural critique / social commentary;Encouraging new self-investigation on the part of the viewer,Independence; self-expression; teamwork,9,The antihero; jerk with a heart of gold; cool teacher,10,10,9,8,8,7,,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,21
School of Rock,2003,1 hour 49 minutes,"The film follows Dewey Finn, a financially and socially struggling musician who poses as his friend and roommate to take the job of a substitute teacher at a prestigious prep school. Dewey decides to take the opportunity and convert his class into his dream rock band to win in a battle of the bands competition. As he and the students prepare for the competition they struggle to keep their efforts a secret from their strict and uptight parents and principle. Close to the time of the performance Dewey’s deception and his plans with the class are found out and the parents in severe disapproval attempt to stop them from participating in the competition. Ultimately Dewey and the class perform in the competition and although they do not win they do win over the support of the parents and Dewey and his roommate open up an after school program to continue their rock-base musical teaching.",Previously watched,Likeable;Ambitious;Funny,Unlikeable,6,7,5,5,1,6,8,5,7,Yes,No,,Funny,Happy;Satisfying,Satisfying,Character-driven,6,3,8,6,Realistic,6,3,Funny,Escapism / entertainment;Cultural critique / social commentary,Escapism / entertainment,inclusion; diversity; fufillment,8,coming of age; jerk with heart of gold,8,10,7,7,5,4,,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,13
School Of Rock ,2003,1hr 49mins,"This movie is about a struggling guitar artist named Dewey Finn, who is fired from and replaced within his own band “No Vacancy”. His roommate, Ned, is threatening to kick him out because of his overdue rent, so Dewey impersonates Ned and becomes a short-term substitute teacher at a private/prep school. Dewey forms a band with the students, called “The School of Rock”, and attempts to win Battle of the Bands, with the intention of using the winnings to pay his rent. When Ned finds out that Dewey has been impersonating him, he evicts Dewey. Dewey and the students still find a way to compete in the battle of the bands but No Vacancy wins, but Dewey continues to coach the students in an after school program known as the school of rock. ",First time,Courageous;Plucky;Ambitious,Unlikeable;Powerful;Obsessive,5,7,4,5,0,5,5,3,7,Yes,No,,Strong hook;Action-packed,Satisfying,disappointing ,Character-driven,5,4,3,6,Quippy,3,4,Cliché,Escapism / entertainment,Escapism / entertainment,personal identity; friendship ,3,discovering yourself; finding fulfillment and purpose ,4,4,3,3,4,4,none,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,26
School of Rock,2003,1 hour and 49 minutes ,"This movie is about a struggling rock musician named Dewy Finn, who got kicked out of his band. He ends up pretending to be a substitute teacher at a prestigious elementary prep school in order to make money. Dewy found that his students were actually very musically talented, so he coaches them into being a rock band to later compete in the ""Battle of the Bands"" competition. Throughout most of the movie, Dewy teaches the kids how to play instruments/sing to prepare them for the competition. Throughout all of this, Dewy tries to keep his identity and the band a secret from the school principal. ","I've watched this movie before, but it was about 9 years ago so I didn't remember much of it. ",Unlikeable;Courageous;Plucky;Ambitious;Caring;Funny;Lone,Unlikeable;Powerful;Obsessive;Lone;Smart,5,6,3,3,1,5,6,3,9,No,No,30% in;40% in;50% in;60% in;70% in,Funny,Happy;Satisfying,Funny;No noticeable climax,Plot-driven,5,3,3,3,Quippy;Stylized,1,1,Funny;Innovative,Escapism / entertainment,Escapism / entertainment,challenging stereotypes; following dreams; music's inspiration,10,Inspirational teacher,5,3,7,8,8,7,"I think the survey may have been a bit more impactful and thorough if it had included more questions regarding the humor of the movie. (i.e., how effective was the style/deliverance of humor in this movie?)",school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,22
School Of Rock,2003,1 hour 49 minutes,The movie starts off with a band that is not bringing a lot of fans/money. ,First time,Unlikeable;Ambitious;Funny;Incompetent,Unlikeable;Powerful;Obsessive;Good;Smart,8,6,8,9,1,7,6,7,8,Yes,No,40% in,Strong hook;Funny,Happy;Satisfying,"Funny;Heartwarming, Exciting",Character-driven,5,5,8,5,Realistic;Stylized,8,3,Funny;Innovative,Escapism / entertainment;Innovation;Exploring a strange new world;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Innovation;Exploring a strange new world;Encouraging new self-investigation on the part of the viewer,believing yourself; inclusion; personal identity,10,starting from nothing; age doesn't matter,10,10,8,9,8,10,,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,1
School of Rock,2003,1 hour and 49 minutes,Dewy is a guitarist who is immature and gets kicked out by his band. Afterwards he becomes a substitute teacher by pretending to be his friend and forms his own band made up of his students. After forming the band they audition for the Battle of the Bands and eventually get in. His friend finds out that he is pretending to be a teacher and tells the principal. Afterwards Dewy reveals that he isn't a certified teacher. The students still decide to perform at the competition and their parents realize how talented they are. ,Previously watched,"Funny;Violent;energetic, annoying, immature ",Powerful,7,6,6,5,0,7,7,7,9,Yes,No,,Funny,Happy,,Plot-driven,6,6,6,7,,5,4,Funny;Cliché,Escapism / entertainment;Innovation,Escapism / entertainment,Freedom of expression; rebellion,8,man child ,6,4,5,7,7,7,What parts did you enjoy and what part lost your attention ,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,29
School of Rock,2003,1 hour and 49 minutes,"Dewey Finn, a poor rock guitarist who is forced out of his band and is having financial difficulties, is the center of the ""School of Rock"" plot. In order to get a position as a substitute teacher at a prominent prep school, he assumes the identity of his friend Ned Schneebly.  Dewey decides to form a rock band with his kids at the school after learning about their musical prowess and entering them in the Battle of the Bands. But he must conceal it from Ms. Mullins, the rigorous principal of the school. Dewey learns important lessons about responsibility and the value of friendship as he trains the kids to play rock music and gets them ready for the competition. The movie finishes with a Battle of the Bands where the kids may demonstrate their newly learned musical abilities and Dewey can finally realize his aspirations of becoming a rock star.
",Previously watched,Likeable;Passive;Caring;Funny;Good,Unlikeable;Powerful;Lone,8,8,9,9,1,7,4,6,8,Yes,No,30% in,Strong hook;Funny,Happy;Satisfying,Epiphany;Funny,Character-driven,8,6,4,5,Quippy;Occasionally broke the fourth wall;Stylized,8,3,Funny;Suspenseful,Escapism / entertainment,Escapism / entertainment,education; influence of creativity and music; choosing one's own way,7,Underdog; rebellious mentor figure,8,9,9,7,7,6,,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,14
School Of Rock,2003,1 hr 49m min,"""School of Rock"" is a film about a struggling  musician named Dewey Finn. He poses as a substitute teacher at a prestigious school called Horace Green and teaches his class how to rock and roll, hoping to enter them into a Battle of the Bands competition. The students, who initially had no interest in music, are transformed into a talented and passionate rock band with Dewey's guidance. However, Dewey's scheme is threatened when the parents and the school's principal find out the truth about his teaching methods, but in the end, the students and Dewey's love for music save the day and they perform an epic rock concert at the Battle of the Bands",Previously watched,Likeable;Unlikeable;Courageous;Ambitious;Caring;Funny;Lone;Good,There was no antagonist,8,9,9,9,1,8,8,6,8,No,Yes,60% in;70% in,Slow build;Funny,Happy;Satisfying,No noticeable climax,Plot-driven,7,6,6,9,Quippy;Realistic,5,5,Funny;Innovative,Escapism / entertainment;Cultural critique / social commentary;Innovation,Escapism / entertainment;Cultural critique / social commentary;Innovation,Passion for Music; Unconventional Teaching Methods; Pursuing One's Dreams,7,Underdog Story;Misfit Group Dynamics;Fish out the Water,9,8,9,7,8,7,,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,32
School of Rock,2003,1h 48 m,"The rock band called ""No Vacancy"" performs at a night club three weeks before the Battle of the Bands contest. After the performance, guitarist Dewey Finn is replaced and kicked out of the band for his on stage antics. Dewey then picks up a call from a school that was meant for Ned, his roommate who happens to be a substitute teacher and takes on the job pretending to be Ned. When he realizes the students attend a music class, he has the brilliant idea of creating a band with the students. Although there were some problems with the competition and the band didn't win, the crowd cheered for them and received the recognition they deserved. ",First time,Courageous;Ambitious;Caring;Incompetent,"Powerful;Obsessive;Evil;Smart;I wanted to note that in this movie, the closest character to an antagonist would be Patty di Marco, Ned's girlfriend. She has an authoritarian tendency and is consistently mean and rude, especially to Dewey. ",7,8,10,8,1,6,2,5,9,"There was somewhat of a turning point in the beginning when Dewey accepted the job as the teacher, but the main turning point occurred when he came up with the idea of having the students all be in a band. After that realization, he seemed to haev a real purpose and excitement for the job and developed a passion for working with these children. ",Yes,70% in;The sag occurs when the kids in the band lose confidence due to the criticism and concern they are receiving from their parents and teacher. ,Slow build,Happy;Satisfying,Epiphany;Triumphant and exhilarating ,"Both plot and character driven. Although there is a huge emphasis on the plot and attempt to win the competition, the movie encompasses character development and relationships. ",8,9,7,9,"Quippy;The dialogue was playful and there were many quirky, funny expressions. It was not a very serious movie. ",9,10,Funny;Suspenseful;Innovative,Escapism / entertainment,Escapism / entertainment,Teamwork/Community; following one's passion,10,Underdog; fish out of water,10,10,8,10,9,9,More information or questions on the character development and the general interactions between the characters ,school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,11
School of Rock,2003,"1 hour, 49 minutes","After being kicked out of the band, Dewey Finn needs to find a job to help pay his friend, Ned, who Dewey has been freeloading off of. Dewey becomes a substitute teacher at Horace Green Prep after deceitfully posing as Ned. After observing his students' music potentials, Dewey spends his class time preparing his students to compete in the rock-n-roll competition: Battle of the Bands. Dewey is eventually caught as a fraud and incompetent teacher by parents and the Principal, but that does not stop his students and him from competing. In the end, Dewey and his students do not win the Battle of the Bands but showcase such talent that wins over parents and the crowd, inspiring Dewey to start his own after-school music program. ",Previously watched,Likeable;Funny;Incompetent;Creative,Powerful;Obsessive;Apprehensive,8,9,9,10,1,8,8,6,8,Yes,No,10% in;30% in,Strong hook;Funny,Happy;Satisfying,Heartbreaking;Funny,Character-driven,6,2,10,9,Quippy;Realistic,7,5,Funny;Accurate,Escapism / entertainment;Cultural critique / social commentary,Escapism / entertainment,Acceptance; Community; Mentorship,9,Funny fat friend; Lovable loser,9,10,9,8,8,6,"One of the most important messages in the movie was to give into your passions, even if there is disapproval from older figures. ",school.of.rock,2003,http://www.imdb.com/title/tt0332379/?ref_=adv_li_tt,School of Rock,"['Comedy', 'Music']","Jack Black, Mike White, Joan Cusack",1.0,3.0,1.0,2.0,2.0,108.0,4.68213122712422,35000000.0,17.3708586480251,19622714.0,16.7921983817329,81261177.0,18.2131789450961,131282949.0,18.69286547554789,82.0,23.0,8.0,PG-13,Wide,480,7.80323450134771,7.2,9
